t,y
4.468,-2.625
4.488,-2.713
4.507,-2.691
4.527,-2.558
4.548,-2.344
4.567,-2.067
4.588,-1.696
4.607,-1.316
4.627,-0.903
4.647,-0.449
4.667,0.025
4.686,0.448
4.707,0.914
4.726,1.309
4.746,1.681
4.766,1.997
4.785,2.236
4.805,2.427
4.825,2.543
4.845,2.583
4.865,2.563
4.886,2.486
4.905,2.388
4.926,2.248
4.946,2.106
4.966,1.947
4.986,1.785
5.007,1.604
5.026,1.445
5.047,1.28
5.067,1.141
5.087,1.011
5.107,0.904
5.126,0.826
5.145,0.777
5.165,0.741
5.185,0.736
5.204,0.743
5.225,0.763
5.244,0.78
5.265,0.797
5.285,0.807
5.305,0.801
5.325,0.794
5.346,0.794
5.365,0.789
5.386,0.788
5.406,0.789
5.425,0.788
5.445,0.794
5.464,0.792
5.484,0.788
5.504,0.786
5.524,0.783
5.544,0.776
5.565,0.78
5.584,0.781
5.605,0.784
5.625,0.781
5.645,0.778
5.665,0.778
5.686,0.777
5.705,0.784
5.725,0.785
5.744,0.788
5.763,0.788
5.784,0.787
5.803,0.788
5.824,0.789
5.844,0.788
5.864,0.786
5.884,0.785
5.905,0.787
5.924,0.787
5.945,0.79
5.965,0.785
5.985,0.785
6.005,0.787
6.024,0.792
6.044,0.787
6.064,0.786
6.084,0.788
6.104,0.792
6.125,0.793
6.144,0.794
6.165,0.799
6.184,0.796
6.204,0.799
6.224,0.801
6.244,0.799
6.264,0.794
6.285,0.795
6.304,0.792
6.325,0.797
6.345,0.797
6.364,0.79
6.384,0.793
6.404,0.802
6.424,0.802
6.444,0.804
6.464,0.799
6.483,0.796
6.504,0.803
6.523,0.805
6.544,0.808
6.564,0.808
6.584,0.811
6.604,0.812
6.625,0.81
6.644,0.811
6.664,0.809
6.684,0.814
6.703,0.816
6.724,0.817
6.743,0.815
6.763,0.815
6.783,0.816
6.803,0.813
6.823,0.813
6.844,0.815
6.863,0.813
6.884,0.807
6.904,0.807
6.924,0.805
6.944,0.799
6.965,0.798
6.984,0.8
7.004,0.789
7.023,0.782
7.042,0.78
7.063,0.78
7.082,0.769
7.103,0.762
7.123,0.763
7.143,0.765
7.163,0.764
7.184,0.761
7.203,0.75
7.224,0.751
7.244,0.752
7.264,0.752
7.284,0.751
7.303,0.751
7.322,0.745
7.342,0.746
7.362,0.748
7.381,0.751
7.402,0.752
7.421,0.753
7.441,0.752
7.461,0.747
7.481,0.744
7.501,0.751
7.522,0.756
7.541,0.755
7.562,0.758
7.582,0.758
7.601,0.746
7.621,0.738
7.64,0.735
7.66,0.74
7.68,0.749
7.7,0.761
7.72,0.774
7.741,0.73
7.76,0.748
7.781,0.765
7.801,0.74
7.821,0.762
7.841,0.781
7.862,0.742
7.881,0.743
7.901,0.776
7.92,0.758
7.939,0.752
7.96,0.777
7.979,0.764
8,0.759
8.02,0.777
8.04,0.765
8.06,0.749
8.081,0.764
8.1,0.773
8.121,0.754
8.141,0.755
8.161,0.754
8.181,0.745
8.2,0.748
8.219,0.751
8.239,0.742
8.259,0.737
8.279,0.742
8.3,0.747
8.319,0.741
8.34,0.744
8.36,0.744
8.38,0.749
8.4,0.755
8.421,0.759
8.44,0.763
8.461,0.764
8.48,0.76
8.501,0.759
8.521,0.755
8.54,0.751
8.56,0.74
8.58,0.746
8.6,0.742
8.62,0.732
8.641,0.732
8.661,0.725
8.682,0.732
8.701,0.732
8.722,0.725
8.742,0.719
8.762,0.719
8.782,0.718
8.802,0.722
8.822,0.707
8.843,0.707
8.862,0.708
8.882,0.709
8.902,0.705
8.921,0.702
8.942,0.711
8.961,0.706
8.982,0.708
9.002,0.708
9.022,0.709
9.042,0.711
9.063,0.72
9.082,0.723
9.103,0.724
9.123,0.723
9.144,0.722
9.164,0.725
9.184,0.727
9.204,0.722
9.223,0.724
9.242,0.717
9.262,0.717
9.282,0.714
9.301,0.715
9.322,0.716
9.341,0.709
9.362,0.708
9.382,0.713
9.402,0.72
9.422,0.712
9.442,0.723
9.461,0.72
9.482,0.734
9.501,0.739
9.521,0.734
9.541,0.739
9.56,0.732
9.581,0.729
9.601,0.734
9.621,0.739
9.641,0.748
9.661,0.754
9.68,0.756
9.701,0.756
9.72,0.75
9.741,0.755
9.761,0.769
9.781,0.776
9.801,0.776
9.821,0.772
9.84,0.772
9.86,0.765
9.881,0.759
9.9,0.764
9.921,0.763
9.94,0.76
9.96,0.754
