t,y
8.619,0.446
8.64,0.442
8.66,0.438
8.68,0.434
8.7,0.444
8.721,0.437
8.74,0.437
8.76,0.439
8.78,0.432
8.801,0.436
8.82,0.437
8.84,0.437
8.86,0.433
8.879,0.435
8.899,0.442
8.919,0.439
8.94,0.436
8.959,0.436
8.98,0.433
9,0.43
9.02,0.428
9.039,0.428
9.06,0.434
9.08,0.441
9.1,0.438
9.12,0.44
9.141,0.443
9.16,0.437
9.18,0.436
9.2,0.433
9.219,0.425
9.239,0.42
9.259,0.416
9.28,0.418
9.299,0.417
9.32,0.425
9.34,0.428
9.36,0.427
9.38,0.427
9.401,0.429
9.421,0.423
9.441,0.418
9.461,0.421
9.482,0.422
9.501,0.427
9.521,0.423
9.541,0.425
9.56,0.425
9.58,0.426
9.6,0.429
9.621,0.427
9.64,0.426
9.661,0.43
9.681,0.431
9.701,0.427
9.72,0.421
9.741,0.419
9.761,0.427
9.781,0.428
9.801,0.422
9.821,0.423
9.84,0.416
9.86,0.416
9.881,0.42
9.9,0.421
9.92,0.422
9.94,0.414
9.961,0.417
