t,y
4.712,1.191
4.731,1.178
4.752,1.167
4.772,1.157
4.793,1.152
4.813,1.148
4.833,1.133
4.853,1.123
4.874,1.118
4.893,1.113
4.913,1.102
4.933,1.093
4.952,1.079
4.973,1.072
4.993,1.068
5.013,1.057
5.033,1.046
5.054,1.038
5.073,1.031
5.094,1.035
5.114,1.03
5.134,1.011
5.154,1.007
5.175,1.019
5.194,1.006
5.215,0.999
5.235,1.033
5.254,0.976
5.275,0.989
5.295,1.01
5.315,0.971
5.335,0.973
5.356,0.988
5.375,0.955
5.396,0.947
5.416,0.96
5.436,0.961
5.456,0.957
5.477,0.965
5.496,0.949
5.517,0.942
5.537,0.942
5.557,0.934
5.577,0.919
5.596,0.929
5.615,0.921
5.635,0.908
5.656,0.91
5.675,0.906
5.696,0.895
5.715,0.901
5.735,0.904
5.755,0.899
5.775,0.899
5.794,0.894
5.815,0.892
5.834,0.885
5.853,0.884
5.873,0.883
5.893,0.876
5.914,0.881
5.934,0.877
5.954,0.876
5.974,0.854
5.995,0.868
6.014,0.866
6.035,0.84
6.055,0.846
6.075,0.851
6.095,0.841
6.116,0.846
6.135,0.847
6.156,0.837
6.176,0.83
6.196,0.834
6.216,0.829
6.236,0.82
6.255,0.825
6.275,0.82
6.296,0.817
6.315,0.809
6.336,0.811
6.356,0.812
6.376,0.813
6.396,0.823
6.417,0.822
6.436,0.822
6.457,0.822
6.477,0.82
6.497,0.814
6.517,0.815
6.536,0.823
6.556,0.824
6.576,0.819
6.596,0.819
6.616,0.827
6.637,0.822
6.656,0.821
6.677,0.833
6.697,0.823
6.717,0.826
6.737,0.836
6.758,0.824
6.777,0.809
6.798,0.81
6.817,0.807
6.837,0.804
6.857,0.805
6.876,0.801
6.896,0.795
6.916,0.799
6.936,0.809
6.956,0.792
6.977,0.802
6.996,0.806
7.017,0.795
7.037,0.794
7.057,0.804
7.077,0.796
7.098,0.794
7.117,0.803
7.138,0.795
7.158,0.785
7.178,0.775
7.198,0.767
7.217,0.756
7.236,0.758
7.256,0.759
7.276,0.761
7.295,0.764
7.316,0.755
7.335,0.748
7.355,0.755
7.375,0.76
7.395,0.761
7.414,0.762
7.435,0.758
7.454,0.76
7.473,0.763
7.493,0.766
7.512,0.766
7.532,0.768
7.552,0.773
7.572,0.783
7.591,0.78
7.612,0.777
7.631,0.775
7.651,0.78
7.671,0.775
7.691,0.776
7.711,0.773
7.732,0.775
7.751,0.773
7.771,0.771
7.792,0.772
7.811,0.771
7.832,0.765
7.852,0.752
7.872,0.756
7.892,0.758
7.913,0.756
7.932,0.757
7.953,0.754
7.973,0.752
7.993,0.75
8.013,0.752
8.033,0.757
8.052,0.748
8.072,0.747
8.091,0.743
8.11,0.743
8.131,0.739
8.15,0.736
8.17,0.736
8.19,0.731
8.21,0.731
8.23,0.723
8.251,0.718
8.27,0.715
8.291,0.714
8.311,0.717
8.331,0.716
8.351,0.718
8.37,0.711
8.389,0.709
8.409,0.714
8.429,0.716
8.448,0.706
8.469,0.7
8.488,0.704
8.509,0.701
8.529,0.703
8.549,0.703
8.569,0.705
8.589,0.709
8.608,0.713
8.629,0.714
8.648,0.715
8.668,0.719
8.688,0.719
8.707,0.724
8.728,0.728
8.748,0.726
8.768,0.721
8.788,0.716
8.809,0.715
8.828,0.707
8.849,0.707
8.869,0.709
8.889,0.713
8.909,0.707
8.93,0.707
8.949,0.705
8.97,0.709
8.989,0.709
9.009,0.705
9.029,0.702
9.048,0.7
9.069,0.699
9.089,0.693
9.109,0.689
9.129,0.693
9.15,0.697
9.169,0.699
9.19,0.702
9.21,0.697
9.23,0.695
9.25,0.701
9.27,0.701
9.29,0.703
9.311,0.703
9.33,0.705
9.35,0.705
9.371,0.707
9.39,0.703
9.411,0.705
9.43,0.709
9.451,0.71
9.471,0.71
9.491,0.711
9.511,0.712
9.532,0.717
9.551,0.716
9.572,0.716
9.592,0.712
9.612,0.709
9.632,0.705
9.653,0.703
9.672,0.705
9.692,0.703
9.712,0.698
9.731,0.693
9.752,0.694
9.771,0.694
9.791,0.695
9.811,0.692
9.831,0.691
9.851,0.687
9.872,0.689
9.891,0.696
9.912,0.692
9.932,0.691
9.952,0.686
