t,y
7.829,-1.224
7.849,-1.294
7.869,-1.275
7.889,-1.189
7.91,-1.056
7.929,-0.9
7.95,-0.686
7.97,-0.465
7.99,-0.222
8.01,0.029
8.031,0.277
8.05,0.51
8.07,0.743
8.09,0.953
8.109,1.122
8.13,1.284
8.149,1.39
8.17,1.467
8.19,1.506
8.21,1.516
8.23,1.49
8.251,1.456
8.27,1.418
8.291,1.376
8.311,1.333
8.331,1.302
8.351,1.282
8.372,1.259
8.391,1.247
8.411,1.235
8.432,1.227
8.451,1.221
8.472,1.221
8.492,1.216
8.512,1.222
8.532,1.218
8.552,1.22
8.571,1.218
8.592,1.223
8.611,1.218
8.631,1.212
8.651,1.214
8.671,1.219
8.69,1.213
8.71,1.214
8.73,1.209
8.75,1.213
8.771,1.21
8.79,1.208
8.811,1.207
8.831,1.209
8.851,1.208
8.871,1.206
8.892,1.202
8.911,1.2
8.932,1.199
8.952,1.206
8.972,1.212
8.992,1.215
9.013,1.216
9.032,1.212
9.052,1.206
9.072,1.207
9.091,1.205
9.112,1.207
9.131,1.203
9.151,1.197
9.171,1.193
9.191,1.192
9.211,1.191
9.232,1.191
9.251,1.185
9.272,1.185
9.292,1.184
9.312,1.187
9.332,1.181
9.352,1.177
9.371,1.175
9.391,1.176
9.412,1.178
9.431,1.185
9.452,1.191
9.472,1.19
9.492,1.188
9.512,1.188
9.533,1.188
9.552,1.188
9.573,1.196
9.593,1.199
9.613,1.198
9.633,1.191
9.653,1.177
9.672,1.166
9.692,1.17
9.711,1.171
9.73,1.17
9.751,1.171
9.77,1.176
9.79,1.177
9.81,1.176
9.83,1.179
9.85,1.177
9.871,1.18
9.89,1.183
9.911,1.183
9.931,1.184
9.951,1.18
9.971,1.173
9.991,1.174
10.01,1.166
10.03,1.167
10.051,1.17
10.07,1.165
10.09,1.164
10.11,1.166
10.131,1.171
10.15,1.177
10.171,1.175
10.191,1.175
10.211,1.172
10.23,1.174
10.251,1.17
10.271,1.162
10.29,1.167
10.31,1.171
10.33,1.173
10.35,1.167
10.369,1.164
10.39,1.157
10.41,1.159
10.43,1.16
10.45,1.16
10.471,1.159
10.49,1.157
10.511,1.162
10.531,1.16
10.551,1.167
10.57,1.164
10.591,1.166
10.611,1.169
10.63,1.164
10.651,1.167
10.671,1.163
10.691,1.164
10.71,1.157
10.731,1.161
10.751,1.167
10.771,1.171
10.79,1.177
10.811,1.179
10.831,1.169
10.851,1.167
10.871,1.171
10.892,1.169
10.911,1.169
10.93,1.174
10.95,1.175
10.97,1.17
10.99,1.172
11.01,1.171
11.031,1.175
11.05,1.172
11.07,1.174
11.09,1.18
11.111,1.178
11.13,1.178
11.151,1.186
11.171,1.179
11.191,1.179
11.21,1.179
11.231,1.177
11.251,1.175
11.27,1.172
11.291,1.174
11.311,1.171
11.331,1.174
11.35,1.175
11.371,1.173
11.391,1.172
11.411,1.182
11.431,1.175
11.452,1.173
11.471,1.169
11.491,1.165
11.511,1.167
11.532,1.177
11.551,1.17
11.572,1.17
11.592,1.16
11.611,1.158
11.63,1.16
11.65,1.158
11.671,1.159
11.69,1.161
11.711,1.163
11.731,1.164
11.751,1.167
11.77,1.158
11.791,1.153
11.811,1.164
11.831,1.17
11.851,1.173
11.872,1.178
11.891,1.178
11.91,1.183
11.931,1.179
11.951,1.182
11.971,1.188
11.991,1.187
12.012,1.187
12.032,1.182
12.052,1.19
12.072,1.193
12.093,1.204
12.112,1.202
12.133,1.202
12.153,1.204
12.173,1.205
12.192,1.209
12.213,1.212
12.233,1.204
12.252,1.208
12.272,1.204
12.292,1.209
12.312,1.207
12.331,1.205
12.352,1.203
12.372,1.204
12.392,1.202
12.412,1.2
12.433,1.203
12.452,1.204
12.472,1.206
12.492,1.203
12.513,1.204
12.532,1.2
12.552,1.199
12.572,1.198
12.591,1.202
12.611,1.2
12.631,1.203
12.652,1.197
12.671,1.196
12.692,1.188
12.712,1.183
12.732,1.189
12.751,1.19
12.772,1.191
12.792,1.187
12.812,1.192
12.832,1.185
12.853,1.185
12.872,1.189
12.891,1.187
12.912,1.181
12.932,1.179
12.952,1.174
12.972,1.168
12.993,1.167
13.012,1.168
13.032,1.167
13.052,1.173
13.073,1.172
13.092,1.174
13.113,1.175
13.133,1.173
13.153,1.173
13.172,1.171
13.192,1.171
13.212,1.17
13.231,1.169
13.252,1.171
13.272,1.171
13.293,1.163
13.311,1.166
13.332,1.167
13.352,1.157
13.372,1.148
13.391,1.152
13.412,1.149
13.432,1.146
13.452,1.15
13.472,1.149
13.493,1.149
13.512,1.144
13.531,1.122
13.552,1.126
13.572,1.134
13.592,1.127
13.612,1.129
13.633,1.135
13.652,1.131
13.672,1.125
13.692,1.132
13.713,1.128
13.732,1.135
13.753,1.128
13.773,1.13
13.793,1.129
13.812,1.131
13.832,1.127
13.852,1.122
13.871,1.126
13.892,1.124
13.912,1.123
13.932,1.13
13.951,1.131
13.972,1.13
13.992,1.133
14.012,1.136
14.032,1.137
14.053,1.14
14.072,1.141
14.092,1.147
14.112,1.151
14.133,1.159
14.152,1.167
14.172,1.166
14.192,1.175
14.211,1.176
14.231,1.174
14.251,1.166
14.272,1.166
14.291,1.166
14.312,1.171
14.332,1.17
14.353,1.173
14.372,1.174
14.393,1.178
14.413,1.183
14.433,1.18
14.452,1.169
14.472,1.171
14.492,1.167
14.511,1.162
14.532,1.159
14.552,1.163
14.572,1.166
14.591,1.169
14.612,1.164
14.632,1.161
14.652,1.158
14.672,1.149
14.693,1.15
14.712,1.153
14.732,1.151
14.752,1.143
14.773,1.147
14.792,1.15
14.812,1.146
14.832,1.147
14.851,1.15
14.871,1.151
14.891,1.149
14.912,1.145
14.931,1.149
14.952,1.156
14.972,1.153
