t,y
3.94,1.594
3.959,1.563
3.98,1.547
4,1.523
4.02,1.496
4.04,1.481
4.06,1.461
4.079,1.44
4.098,1.424
4.119,1.408
4.138,1.391
4.158,1.381
4.178,1.367
4.199,1.349
4.218,1.334
4.238,1.324
4.258,1.302
4.279,1.608
4.298,1.604
4.319,1.84
4.339,1.615
4.358,1.636
4.379,1.579
4.399,1.459
4.419,1.486
4.438,1.507
4.459,1.453
4.479,1.476
4.499,1.504
4.519,1.452
4.54,1.405
4.559,1.399
4.579,1.409
4.599,1.362
4.62,1.373
4.639,1.343
4.66,1.356
4.68,1.336
4.699,1.389
4.718,1.306
4.738,1.306
4.759,1.327
4.778,1.267
4.798,1.26
4.818,1.281
4.839,1.271
4.858,1.212
4.879,1.215
4.899,1.232
4.919,1.193
4.938,1.191
4.959,1.207
4.979,1.185
4.998,1.166
5.019,1.174
5.039,1.159
5.06,1.146
5.079,1.146
5.1,1.148
5.12,1.124
5.14,1.12
5.159,1.112
5.18,1.094
5.2,1.091
5.22,1.086
5.24,1.075
5.261,1.075
5.28,1.077
5.301,1.068
5.321,1.058
5.341,1.049
5.359,1.046
5.379,1.042
5.4,1.042
5.419,1.032
5.439,1.028
5.459,1.017
5.48,1.01
5.499,1.004
5.52,1.005
5.54,0.996
5.56,0.988
5.579,0.989
5.6,0.975
5.62,0.966
5.639,0.959
5.659,0.958
5.679,0.954
5.699,0.945
5.718,0.946
5.739,0.937
5.759,0.935
5.779,0.935
5.799,0.937
5.82,0.933
5.839,0.927
5.859,0.932
5.879,0.935
5.9,0.937
5.919,0.934
5.94,0.931
5.96,0.929
5.979,0.921
5.998,0.916
6.018,0.909
6.038,0.904
6.057,0.905
6.078,0.908
6.098,0.903
6.118,0.898
6.138,0.893
6.159,0.89
6.178,0.892
6.198,0.891
6.218,0.888
6.239,0.898
6.258,0.89
6.278,0.883
6.299,0.888
6.318,0.882
6.339,0.884
6.359,0.881
6.38,0.872
6.399,0.862
6.42,0.862
6.44,0.863
6.46,0.856
6.48,0.852
6.501,0.853
6.52,0.849
6.541,0.846
6.561,0.844
6.581,0.837
6.6,0.834
6.62,0.832
6.64,0.829
6.659,0.823
6.68,0.823
6.7,0.828
6.72,0.825
6.739,0.826
6.76,0.825
6.78,0.83
6.8,0.825
6.82,0.823
6.841,0.824
6.86,0.816
6.88,0.82
6.9,0.82
6.92,0.815
6.939,0.811
6.959,0.807
6.98,0.812
6.999,0.808
7.019,0.807
7.039,0.798
7.06,0.797
7.079,0.794
7.1,0.796
7.12,0.799
7.14,0.799
7.159,0.796
7.18,0.799
7.2,0.8
7.22,0.799
7.24,0.798
7.26,0.795
7.279,0.799
7.298,0.793
7.319,0.786
7.339,0.783
7.359,0.788
7.379,0.788
7.4,0.784
7.419,0.775
7.44,0.772
7.46,0.77
7.48,0.766
7.5,0.757
7.521,0.757
7.54,0.758
7.559,0.762
7.579,0.756
7.599,0.749
7.619,0.743
7.638,0.739
7.659,0.744
7.679,0.747
7.699,0.744
7.719,0.744
7.74,0.746
7.759,0.744
7.779,0.751
7.799,0.741
7.82,0.741
7.839,0.735
7.86,0.733
7.88,0.728
7.899,0.724
7.918,0.723
7.938,0.726
7.959,0.727
7.978,0.719
7.999,0.721
8.019,0.725
8.039,0.725
8.058,0.723
8.079,0.727
8.099,0.722
8.119,0.729
8.139,0.734
8.16,0.738
8.179,0.736
8.198,0.733
8.219,0.734
8.239,0.732
8.259,0.725
8.279,0.73
8.3,0.731
8.319,0.727
8.339,0.731
8.359,0.743
8.38,0.745
8.399,0.749
8.42,0.754
8.44,0.753
8.46,0.754
8.479,0.754
8.5,0.754
8.52,0.754
8.539,0.753
8.56,0.758
8.58,0.759
8.6,0.754
8.62,0.758
8.641,0.758
8.66,0.761
8.68,0.756
8.7,0.758
8.721,0.758
8.74,0.756
8.761,0.755
8.781,0.766
8.801,0.77
8.82,0.767
8.84,0.771
8.86,0.773
8.879,0.774
8.9,0.766
8.92,0.764
8.94,0.764
8.959,0.771
8.98,0.767
9,0.756
9.02,0.753
9.04,0.754
9.061,0.749
9.08,0.751
9.1,0.755
9.12,0.754
9.141,0.745
9.16,0.745
9.18,0.75
9.2,0.755
9.219,0.753
9.239,0.751
9.259,0.761
9.28,0.756
9.299,0.752
9.32,0.753
9.34,0.753
9.36,0.75
9.379,0.749
9.4,0.754
9.42,0.748
9.44,0.744
9.46,0.742
9.48,0.732
9.499,0.732
9.518,0.735
9.539,0.738
9.559,0.736
9.579,0.732
9.599,0.728
9.62,0.73
9.639,0.733
9.659,0.738
9.679,0.743
9.7,0.74
9.719,0.746
9.74,0.752
9.76,0.758
9.78,0.753
9.8,0.752
9.82,0.753
9.839,0.751
9.858,0.748
9.879,0.746
9.899,0.743
9.919,0.743
9.938,0.746
9.959,0.746
