t,y
5.657,0.613
5.676,0.616
5.697,0.611
5.717,0.607
5.737,0.605
5.756,0.595
5.777,0.592
5.797,0.586
5.817,0.583
5.837,0.586
5.858,0.583
5.877,0.585
5.898,0.59
5.918,0.586
5.937,0.58
5.956,0.571
5.976,0.565
5.997,0.564
6.016,0.556
6.037,0.546
6.057,0.545
6.077,0.542
6.096,0.533
6.117,0.534
6.137,0.532
6.157,0.523
6.177,0.523
6.198,0.526
6.217,0.53
6.236,0.525
6.256,0.524
6.276,0.521
6.296,0.532
6.315,0.517
6.336,0.518
6.356,0.512
6.376,0.503
6.396,0.494
6.417,0.492
6.436,0.485
6.456,0.485
6.476,0.483
6.497,0.47
6.516,0.464
6.536,0.472
6.556,0.468
6.575,0.466
6.595,0.467
6.615,0.461
6.636,0.459
6.655,0.459
6.676,0.453
6.696,0.453
6.716,0.449
6.735,0.444
6.756,0.44
6.776,0.437
6.796,0.44
6.816,0.438
6.837,0.432
6.856,0.432
6.875,0.437
6.896,0.436
6.916,0.432
6.936,0.429
6.956,0.428
6.977,0.425
6.996,0.428
7.016,0.429
7.036,0.431
7.057,0.436
7.076,0.432
7.097,0.429
7.117,0.433
7.137,0.432
7.156,0.43
7.176,0.428
7.196,0.429
7.215,0.429
7.236,0.422
7.256,0.416
7.276,0.413
7.295,0.417
7.316,0.41
7.336,0.413
7.356,0.414
7.376,0.41
7.397,0.407
7.416,0.409
7.436,0.409
7.456,0.411
7.477,0.415
7.496,0.418
7.516,0.41
7.536,0.417
7.555,0.418
7.575,0.423
7.595,0.425
7.616,0.431
7.635,0.435
7.655,0.438
7.675,0.437
7.696,0.435
7.715,0.424
7.736,0.425
7.756,0.425
7.776,0.422
7.795,0.413
7.815,0.417
7.835,0.414
7.854,0.415
7.874,0.415
7.894,0.416
7.915,0.412
7.934,0.411
7.955,0.413
7.975,0.42
7.995,0.427
8.014,0.436
8.035,0.437
8.055,0.441
8.075,0.432
8.094,0.429
8.114,0.431
8.134,0.416
8.153,0.414
8.174,0.418
8.194,0.415
8.214,0.417
8.233,0.413
8.254,0.411
8.274,0.414
8.294,0.412
8.313,0.416
8.334,0.413
8.354,0.416
8.374,0.42
8.394,0.417
8.415,0.418
8.434,0.417
8.454,0.421
8.475,0.416
8.494,0.417
8.514,0.415
8.534,0.416
8.555,0.41
8.574,0.408
8.594,0.404
8.614,0.403
8.635,0.398
8.654,0.391
8.675,0.394
8.695,0.401
8.715,0.4
8.734,0.409
8.754,0.412
8.774,0.412
8.793,0.41
8.813,0.412
8.833,0.411
8.854,0.415
8.873,0.42
8.894,0.414
8.914,0.416
8.934,0.415
8.953,0.421
8.974,0.42
8.994,0.419
9.014,0.412
9.034,0.413
9.055,0.41
9.074,0.41
9.093,0.406
9.114,0.407
9.134,0.406
9.154,0.404
9.174,0.398
9.195,0.398
9.215,0.403
9.235,0.401
9.255,0.402
9.276,0.396
9.295,0.39
9.315,0.395
9.335,0.394
9.356,0.397
9.375,0.399
9.396,0.397
9.416,0.397
9.435,0.402
9.454,0.392
9.474,0.397
9.495,0.403
9.514,0.405
9.534,0.406
9.554,0.402
9.575,0.396
9.594,0.388
9.615,0.386
9.635,0.389
9.655,0.396
9.674,0.392
9.695,0.387
9.715,0.389
9.734,0.382
9.753,0.387
9.773,0.382
9.794,0.377
9.813,0.381
9.834,0.381
9.854,0.386
9.874,0.387
9.893,0.388
9.914,0.395
9.934,0.389
9.954,0.386
