t,y
8.442,0.903
8.462,0.899
8.482,0.902
8.502,0.899
8.522,0.901
8.543,0.903
8.562,0.893
8.582,0.887
8.603,0.889
8.622,0.89
8.643,0.885
8.663,0.889
8.683,0.887
8.703,0.884
8.724,0.881
8.743,0.879
8.764,0.881
8.783,0.882
8.803,0.889
8.823,0.889
8.843,0.886
8.863,0.883
8.884,0.882
8.903,0.879
8.923,0.881
8.943,0.873
8.962,0.873
8.983,0.886
9.002,0.89
9.022,0.873
9.042,0.863
9.062,0.873
9.082,0.877
9.103,0.864
9.122,0.875
9.143,0.86
9.163,0.851
9.183,0.861
9.203,0.884
9.223,0.877
9.242,0.869
9.262,0.872
9.283,0.873
9.302,0.877
9.323,0.879
9.343,0.873
9.363,0.869
9.383,0.88
9.403,0.883
9.422,0.872
9.443,0.863
9.462,0.861
9.482,0.866
9.502,0.866
9.521,0.866
9.541,0.859
9.561,0.857
9.581,0.867
9.601,0.871
9.622,0.864
9.641,0.861
9.662,0.867
9.682,0.875
9.702,0.88
9.722,0.875
9.742,0.871
9.761,0.868
9.782,0.874
9.801,0.876
9.821,0.878
9.841,0.872
9.86,0.87
9.881,0.874
9.901,0.875
9.921,0.857
9.941,0.858
9.962,0.859
