t,y
2.701,1.366
2.72,1.284
2.741,1.187
2.761,1.102
2.78,1.545
2.8,1.742
2.82,1.974
2.84,2.251
2.859,2.146
2.88,2.238
2.9,2.063
2.92,1.834
2.94,1.78
2.961,1.609
2.98,1.476
3.001,1.448
3.021,1.378
3.041,1.32
3.061,1.334
3.082,1.337
3.102,1.308
3.121,1.333
3.141,1.366
3.161,1.336
3.181,1.325
3.2,1.332
3.221,1.314
3.241,1.314
3.261,1.321
3.281,1.295
3.302,1.292
3.321,1.299
3.341,1.285
3.361,1.263
3.382,1.267
3.401,1.292
3.421,1.082
3.441,0.775
3.46,0.487
3.48,0.316
3.5,0.237
3.521,0.334
3.54,0.372
3.561,0.518
3.581,0.685
3.601,0.818
3.62,0.942
3.641,1.113
3.661,1.145
3.681,1.061
3.701,1.001
3.722,0.951
3.741,0.833
3.761,0.727
3.781,0.69
3.8,0.733
3.82,0.7
3.84,0.605
3.861,0.585
3.88,0.572
3.901,0.549
3.921,0.547
3.941,0.597
3.96,0.56
3.981,0.466
4.001,0.465
4.021,0.477
4.041,0.49
4.061,0.527
4.08,0.531
4.1,0.508
4.121,0.482
4.14,0.409
4.16,0.264
4.18,0.104
4.201,0.002
4.22,-0.1
4.241,-0.136
4.261,-0.122
4.281,-0.101
4.3,-0.044
4.321,0.023
4.341,0.561
4.36,0.542
4.38,0.912
4.4,0.811
4.42,0.655
4.44,0.762
4.461,0.739
4.48,0.614
4.5,0.666
4.52,0.658
4.541,0.57
4.56,0.59
4.581,0.615
4.601,0.57
4.621,0.571
4.641,0.61
4.662,0.576
4.681,0.558
4.7,0.586
4.72,0.578
4.74,0.569
4.76,0.59
4.78,0.593
4.801,0.582
4.82,0.584
4.841,0.596
4.861,0.581
4.881,0.58
4.9,0.588
4.921,0.586
4.941,0.58
4.961,0.584
4.981,0.579
5.002,0.576
5.021,0.585
5.04,0.591
5.061,0.586
5.081,0.588
5.101,0.588
5.121,0.581
5.142,0.583
5.161,0.586
5.181,0.586
5.201,0.591
5.222,0.589
5.241,0.586
5.262,0.585
5.282,0.583
5.302,0.58
5.322,0.568
5.343,0.57
5.362,0.569
5.381,0.573
5.402,0.584
5.422,0.58
5.442,0.578
5.462,0.578
5.483,0.584
5.502,0.587
5.522,0.589
5.542,0.583
5.563,0.65
5.582,0.539
5.603,0.555
5.623,0.625
5.643,0.587
5.663,0.569
5.684,0.625
5.703,0.607
5.722,0.568
5.743,0.586
5.763,0.59
5.783,0.552
5.803,0.571
5.824,0.583
5.843,0.557
5.863,0.563
5.883,0.564
5.904,0.55
5.923,0.539
5.944,0.551
5.964,0.544
5.984,0.536
6.003,0.545
6.023,0.537
6.043,0.525
6.062,0.532
6.083,0.537
6.103,0.529
6.123,0.529
6.142,0.518
6.163,0.505
6.183,0.499
6.203,0.5
6.223,0.496
6.244,0.498
6.263,0.498
6.284,0.49
6.304,0.478
6.324,0.478
6.343,0.469
6.363,0.464
6.384,0.472
6.403,0.473
6.424,0.464
6.444,0.459
6.464,0.457
6.483,0.464
6.504,0.464
6.524,0.467
6.544,0.476
6.564,0.469
6.585,0.453
6.604,0.46
6.625,0.463
6.645,0.462
6.664,0.468
6.683,0.472
6.703,0.474
6.724,0.474
6.743,0.478
6.764,0.471
6.784,0.466
6.804,0.465
6.823,0.459
6.844,0.456
6.864,0.46
6.884,0.463
6.904,0.463
6.925,0.46
6.944,0.462
6.964,0.454
6.984,0.464
7.004,0.464
7.023,0.458
7.043,0.456
7.064,0.461
7.083,0.465
7.103,0.467
7.123,0.472
7.144,0.47
7.163,0.473
7.184,0.468
7.204,0.472
7.224,0.471
7.243,0.463
7.264,0.461
7.284,0.461
7.303,0.456
7.323,0.456
7.343,0.459
7.363,0.461
7.383,0.464
7.404,0.461
7.424,0.458
7.444,0.458
7.464,0.459
7.485,0.457
7.504,0.456
7.525,0.458
7.545,0.457
7.565,0.457
7.585,0.451
7.606,0.453
7.625,0.458
7.644,0.461
7.664,0.457
7.684,0.459
7.704,0.462
7.724,0.465
7.745,0.459
7.764,0.46
7.785,0.461
7.805,0.46
7.825,0.462
7.844,0.459
7.865,0.46
7.885,0.462
7.905,0.464
7.925,0.464
7.946,0.465
7.965,0.467
7.985,0.466
8.005,0.467
8.024,0.47
8.044,0.465
8.064,0.469
8.085,0.474
8.104,0.475
8.125,0.475
8.145,0.471
8.165,0.472
8.184,0.468
8.205,0.474
8.225,0.475
8.245,0.474
8.265,0.476
8.285,0.477
8.304,0.474
8.324,0.47
8.345,0.466
8.365,0.47
8.384,0.463
8.404,0.468
8.425,0.471
8.444,0.47
8.465,0.474
8.485,0.477
8.505,0.483
8.524,0.487
8.545,0.487
8.564,0.484
8.583,0.483
8.603,0.491
8.623,0.485
8.643,0.486
8.663,0.48
8.684,0.473
8.703,0.474
8.723,0.471
8.743,0.467
8.764,0.471
8.783,0.464
8.804,0.462
8.824,0.463
8.844,0.47
8.863,0.471
8.884,0.474
8.904,0.475
8.923,0.464
8.944,0.468
8.964,0.466
8.984,0.47
9.004,0.474
9.025,0.47
9.044,0.468
9.064,0.469
9.084,0.476
9.105,0.481
9.124,0.477
9.145,0.479
9.165,0.486
9.185,0.495
9.204,0.501
9.224,0.492
9.244,0.495
9.263,0.486
9.284,0.486
9.304,0.488
9.324,0.485
9.344,0.482
9.365,0.489
9.384,0.49
9.404,0.488
9.424,0.484
9.445,0.481
9.464,0.479
9.485,0.478
9.505,0.481
9.525,0.481
9.545,0.481
9.565,0.48
9.584,0.475
9.603,0.467
9.624,0.466
9.644,0.46
9.664,0.461
9.684,0.464
9.705,0.468
9.724,0.474
9.744,0.469
9.764,0.465
9.785,0.461
9.804,0.463
9.825,0.476
9.845,0.472
9.864,0.474
9.884,0.477
9.904,0.48
9.925,0.485
9.944,0.485
9.965,0.488
