t,y
3.363,3.296
3.383,2.862
3.403,2.749
3.424,2.566
3.443,2.288
3.463,2.178
3.483,2.06
3.503,1.893
3.523,1.849
3.543,1.815
3.564,1.733
3.583,1.741
3.603,1.737
3.623,1.703
3.644,1.716
3.663,1.717
3.683,1.679
3.703,1.669
3.724,1.665
3.743,1.621
3.762,1.607
3.782,1.59
3.802,1.555
3.822,1.533
3.841,1.513
3.862,1.477
3.882,1.46
3.902,1.446
3.921,1.42
3.942,1.397
3.962,1.381
3.982,1.36
4.001,1.349
4.022,1.339
4.042,1.328
4.061,1.307
4.081,1.296
4.101,1.276
4.121,1.26
4.14,1.252
4.161,1.238
4.181,1.215
4.201,1.206
4.22,1.199
4.241,1.187
4.261,1.181
4.281,1.161
4.3,1.161
4.321,1.139
4.341,1.133
4.36,1.122
4.379,1.114
4.399,1.117
4.42,1.094
4.439,1.082
4.459,1.082
4.479,1.069
4.5,1.053
4.519,1.063
4.539,1.045
4.559,1.018
4.58,1.017
4.599,1.007
4.62,1.001
4.64,0.99
4.661,0.982
4.68,0.965
4.7,0.961
4.72,0.954
4.739,0.946
4.759,0.941
4.779,0.933
4.8,0.92
4.819,0.91
4.839,0.901
4.859,0.913
4.88,0.848
4.899,0.731
4.92,0.751
4.94,0.816
4.96,0.732
4.979,0.767
4.999,0.818
5.019,0.725
5.038,0.743
5.058,0.78
5.078,0.738
5.099,0.744
5.118,0.779
5.139,0.742
5.159,0.765
5.18,0.796
5.199,0.767
5.22,0.762
5.24,0.777
5.26,0.76
5.279,0.746
5.3,0.763
5.32,0.756
5.339,0.751
5.358,0.762
5.378,0.75
5.399,0.744
5.418,0.751
5.439,0.738
5.459,0.726
5.48,0.732
5.499,0.731
5.52,0.723
5.54,0.717
5.56,0.717
5.579,0.711
5.6,0.706
5.62,0.697
5.639,0.69
5.659,0.691
5.679,0.692
5.7,0.689
5.719,0.69
5.74,0.687
5.76,0.677
5.78,0.681
5.799,0.681
5.82,0.67
5.84,0.675
5.86,0.666
5.879,0.663
5.9,0.667
5.92,0.666
5.94,0.663
5.96,0.664
5.98,0.657
6,0.655
6.019,0.645
6.04,0.637
6.06,0.633
6.08,0.626
6.099,0.619
6.12,0.614
6.14,0.61
6.16,0.609
6.18,0.603
6.201,0.601
6.22,0.595
6.24,0.601
6.26,0.597
6.28,0.597
6.299,0.594
6.318,0.587
6.339,0.585
6.359,0.582
6.379,0.578
6.399,0.573
6.42,0.563
6.44,0.568
6.46,0.571
6.48,0.57
6.501,0.573
6.52,0.568
6.54,0.566
6.56,0.572
6.581,0.569
6.6,0.571
6.62,0.569
6.64,0.571
6.66,0.567
6.68,0.575
6.7,0.575
6.721,0.575
6.74,0.571
6.76,0.57
6.78,0.566
6.801,0.571
6.82,0.578
6.841,0.578
6.861,0.582
6.882,0.576
6.901,0.574
6.922,0.579
6.942,0.576
6.961,0.582
6.98,0.584
7,0.591
7.021,0.599
7.04,0.591
7.06,0.575
7.08,0.607
7.101,0.616
7.12,0.614
7.141,0.629
7.161,0.632
7.182,0.632
7.201,0.632
7.222,0.639
7.242,0.643
7.261,0.647
7.28,0.654
7.3,0.653
7.321,0.655
7.34,0.663
7.361,0.654
7.381,0.658
7.401,0.66
7.42,0.659
7.441,0.661
7.461,0.659
7.481,0.658
7.501,0.649
7.522,0.657
7.542,0.655
7.562,0.649
7.582,0.654
7.602,0.666
7.621,0.663
7.64,0.658
7.661,0.656
7.681,0.659
7.701,0.66
7.72,0.658
7.741,0.663
7.761,0.664
7.781,0.667
7.801,0.665
7.822,0.67
7.842,0.666
7.862,0.659
7.882,0.659
7.903,0.661
7.922,0.661
7.941,0.655
7.962,0.662
7.982,0.662
8.002,0.664
8.022,0.664
8.043,0.667
8.063,0.667
8.083,0.668
8.103,0.667
8.124,0.678
8.144,0.672
8.164,0.682
8.184,0.684
8.205,0.689
8.224,0.681
8.244,0.685
8.264,0.673
8.284,0.663
8.303,0.668
8.322,0.664
8.343,0.659
8.363,0.659
8.383,0.653
8.403,0.65
8.424,0.649
8.444,0.647
8.464,0.643
8.484,0.647
8.505,0.644
8.524,0.646
8.544,0.647
8.564,0.648
8.584,0.655
8.603,0.649
8.622,0.648
8.643,0.646
8.663,0.652
8.683,0.653
8.702,0.656
8.723,0.656
8.743,0.652
8.763,0.649
8.783,0.65
8.804,0.655
8.824,0.654
8.844,0.655
8.864,0.656
8.885,0.658
8.904,0.656
8.924,0.649
8.944,0.646
8.964,0.639
8.984,0.634
9.004,0.63
9.025,0.628
9.044,0.631
9.064,0.628
9.084,0.619
9.105,0.617
9.124,0.614
9.144,0.605
9.164,0.607
9.185,0.601
9.204,0.593
9.224,0.593
9.244,0.59
9.264,0.588
9.284,0.589
9.304,0.591
9.325,0.595
9.344,0.592
9.364,0.589
9.384,0.59
9.405,0.585
9.424,0.585
9.445,0.588
9.465,0.584
9.485,0.59
9.504,0.589
9.525,0.587
9.545,0.586
9.564,0.59
9.583,0.589
9.603,0.589
9.624,0.589
9.643,0.586
9.664,0.589
9.684,0.582
9.705,0.582
9.724,0.58
9.745,0.581
9.765,0.579
9.785,0.583
9.804,0.587
9.825,0.587
9.845,0.589
9.864,0.589
9.884,0.578
9.904,0.582
9.924,0.586
9.943,0.581
9.964,0.578
