t,y
0.012,110.93
0.026,110.93
0.038,110.93
0.051,110.93
0.063,110.93
0.077,111.191
0.089,110.93
0.102,110.93
0.115,110.93
0.128,110.93
0.14,110.93
0.154,110.93
0.166,110.93
0.179,110.93
0.191,110.93
0.205,110.93
0.217,110.93
0.23,110.93
0.243,110.93
0.256,110.93
0.268,110.93
0.282,110.93
0.294,110.93
0.307,111.191
0.319,110.93
0.333,110.93
0.346,110.93
0.358,111.191
0.372,110.93
0.384,111.191
0.397,110.93
0.41,111.191
0.423,110.93
0.435,110.93
0.447,111.191
0.461,110.93
0.473,110.93
0.486,110.93
0.499,110.93
0.512,110.93
0.524,110.93
0.538,110.93
0.55,111.191
0.563,110.93
0.575,110.93
0.589,110.93
0.602,110.93
0.614,110.93
0.628,110.93
0.64,110.93
0.653,110.93
0.666,110.93
0.679,110.93
0.691,110.93
0.704,110.93
0.717,110.93
0.73,110.93
0.742,110.93
0.756,110.93
0.769,110.93
0.781,110.93
0.794,110.93
0.807,110.93
0.819,111.191
0.832,110.93
0.845,111.191
0.858,111.191
0.87,110.93
0.884,110.93
0.896,110.93
0.909,110.93
0.922,110.93
0.935,110.93
0.947,110.93
0.96,110.93
0.973,110.93
0.986,110.93
0.998,110.93
1.012,110.93
1.024,110.93
1.037,110.93
1.05,110.93
1.063,111.191
1.075,110.93
1.088,110.93
1.102,110.93
1.114,111.191
1.127,110.93
1.14,110.93
1.153,110.93
1.165,110.93
1.179,110.93
1.191,111.191
1.204,111.191
1.216,111.191
1.23,111.191
1.242,110.93
1.254,110.93
1.268,110.93
1.28,110.93
1.293,110.93
1.306,111.191
1.319,110.93
1.331,110.93
1.344,110.93
1.357,110.93
1.37,110.93
1.382,110.93
1.396,110.93
1.408,110.93
1.421,110.93
1.434,110.93
1.447,110.93
1.46,110.93
1.472,111.191
1.486,110.93
1.498,110.93
1.511,110.93
1.524,110.93
1.537,110.93
1.549,110.93
1.563,110.93
1.575,110.93
1.588,111.191
1.6,110.93
1.613,110.93
1.626,110.93
1.638,110.93
1.652,110.93
1.664,110.93
1.677,110.93
1.69,110.93
1.703,110.93
1.715,110.93
1.728,110.93
1.741,110.93
1.754,110.93
1.766,110.93
1.78,111.191
1.792,110.93
1.805,110.93
1.818,110.93
1.831,110.93
1.843,110.93
1.855,111.191
1.869,110.93
1.881,110.93
1.894,110.93
1.907,110.93
1.92,110.93
1.932,110.93
